ID,BillingType,Status,Category,DateAdd,MrrTotal,Quantity,ServicesStartDate,ServicesStatus,ServiceName,Price,Locations
5752,recurring,disabled,person,2021-03-24,0,1,2021-07-01,active,FTTH 15,26000,APN - Time Square
5755,recurring,active,person,2021-03-24,26000,1,2021-07-01,active,FTTH 15,26000,APN - Shwe Ohn Pin (2)
5756,recurring,active,person,2021-04-27,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5762,recurring,blocked,person,2021-03-25,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5765,recurring,active,person,2021-03-25,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5766,recurring,active,person,2021-03-25,22285.7142,1,2021-07-01,active,FTTH 25,42000,PYAY-CITY-FTTH
5768,recurring,active,person,2021-03-25,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5769,recurring,active,person,2021-03-25,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5770,recurring,active,person,2021-03-25,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5771,recurring,active,person,2021-03-25,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5774,recurring,disabled,person,2021-03-25,0,1,2020-08-27,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
5779,recurring,blocked,person,2021-03-25,26000,1,2020-08-28,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
5780,recurring,disabled,person,2021-03-25,0,1,2021-08-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5781,recurring,disabled,person,2021-03-25,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5783,recurring,active,person,2021-03-25,26000,1,2021-07-01,disabled,FTTH 15,26000,APN - San Chaung Garden
5787,recurring,disabled,person,2021-03-25,0,1,2020-08-30,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
5789,recurring,active,person,2021-03-25,26000,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5792,recurring,active,person,2021-03-25,26000,1,2020-08-30,disabled,LK-BI-Global-20,1500,Uni - Hlaing
5794,recurring,active,person,2021-03-25,20800,1,2020-08-31,hidden,FTTH 15,26000,MIH - South Oakkala
5797,recurring,active,person,2021-03-25,20800,1,2021-07-01,active,FTTH 15,26000,APN - Dagonseikkan
5801,recurring,active,person,2021-03-25,32125,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5804,recurring,disabled,person,2021-03-28,0,1,2020-08-31,hidden,FTTH 15,26000,LAOKAI-FTTH
5805,recurring,active,person,2021-03-28,42000,1,2021-07-01,active,FTTH 15,26000,APN-MWD-FTTX
5806,recurring,disabled,person,2021-03-30,0,1,2020-08-31,hidden,FTTH 25,42000,PYAY-CITY-FTTH
5809,recurring,active,person,2021-03-30,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5811,recurring,active,person,2021-03-30,26000,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5813,recurring,active,person,2021-03-30,19500,1,2021-07-01,active,FTTH 100,119000,MIH - Kyauktada
5816,recurring,disabled,person,2021-03-30,0,1,2021-07-01,disabled,FTTH 15,26000,APN - AYCT
5819,recurring,active,person,2021-03-30,42000,1,2021-07-01,active,FTTH 15,26000,APN - Skysuites
5820,recurring,active,person,2021-03-30,26000,1,2021-07-01,hidden,FTTH 15,26000,APN - AYCT
5821,recurring,active,person,2021-03-30,26000,1,2020-09-01,hidden,FTTH 15,26000,APN - AYCT
5822,recurring,active,person,2021-03-30,119000,1,2020-09-01,hidden,FTTH 15,26000,APN - Skysuites
5823,recurring,disabled,person,2021-03-30,0,1,2020-09-01,hidden,FTTH 15,26000,APN - Skysuites
5824,recurring,disabled,person,2021-03-30,0,1,2020-09-01,hidden,FTTH 15,26000,MIH - Yankin
5825,recurring,blocked,person,2021-03-30,0,1,2020-09-01,hidden,FTTH 15,26000,APN - The Leaf
5826,recurring,disabled,person,2021-03-31,0,1,2020-09-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5827,recurring,blocked,person,2021-03-31,26000,1,2020-09-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5830,recurring,disabled,person,2021-03-31,0,1,2020-09-01,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
5831,recurring,active,person,2021-03-31,26000,1,2020-09-01,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
5832,recurring,disabled,person,2021-03-31,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5833,recurring,blocked,person,2021-03-31,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5834,recurring,active,person,2021-03-31,26000,1,2022-02-01,disabled,FTTH 100,119000,PYAY-CITY-FTTH
5835,recurring,blocked,person,2021-03-31,22285.7142,1,2020-09-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5836,recurring,active,person,2021-03-31,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5838,recurring,active,person,2021-03-31,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5839,recurring,disabled,person,2021-03-31,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5840,recurring,active,person,2021-03-31,26000,1,2020-09-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5842,recurring,active,person,2021-03-31,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5847,recurring,disabled,person,2021-03-31,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5854,recurring,active,person,2021-03-31,26000,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5855,recurring,disabled,person,2021-03-31,0,1,2020-09-02,hidden,FTTH 15,26000,MIH - Shine Esperado
5856,recurring,active,person,2021-03-31,22285.7142,1,2021-07-01,active,FTTH 15,26000,APN - Skysuites
5857,recurring,disabled,person,2021-04-01,0,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5858,recurring,disabled,person,2021-04-01,0,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5861,recurring,active,person,2021-04-01,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5864,recurring,active,person,2021-04-01,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5871,recurring,disabled,person,2021-04-01,0,1,2022-06-20,disabled,Family 20,35000,APN - Time Square
5872,recurring,blocked,person,2021-04-01,26000,1,2020-09-02,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5873,recurring,active,person,2021-04-01,22285.7142,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5876,recurring,disabled,person,2021-04-01,0,1,2021-08-01,active,FTTH 15,26000,Uni - South Oakkala
5877,recurring,disabled,person,2021-04-01,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5878,recurring,blocked,person,2021-04-01,26000,1,2020-09-03,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5879,recurring,blocked,person,2021-04-01,26000,1,2020-09-03,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5881,recurring,disabled,person,2021-04-01,0,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5885,recurring,active,person,2021-04-01,22285.7142,1,2020-09-03,hidden,FTTH 25,42000,PYAY-CITY-FTTH
5886,recurring,disabled,person,2021-04-01,0,1,2020-09-03,disabled,LK-BI-Global-50,3250,PYAY-CITY-FTTH
5889,recurring,blocked,person,2021-04-01,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5890,recurring,disabled,person,2021-04-01,0,1,2020-09-03,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5891,recurring,blocked,person,2021-04-01,26000,1,2021-08-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5892,recurring,active,person,2021-04-01,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5895,recurring,blocked,person,2021-04-01,0,1,2021-08-16,active,FTTH 15,26000,PYAY-CITY-FTTH
5896,recurring,active,person,2021-04-01,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
5899,recurring,disabled,person,2021-04-01,0,1,2020-09-04,hidden,FTTH 15,26000,APN - Time Square
5900,recurring,active,person,2021-04-02,26000,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5903,recurring,blocked,person,2021-04-02,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5905,recurring,blocked,person,2021-04-02,26000,1,2020-09-04,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5907,recurring,active,person,2021-04-02,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5908,recurring,disabled,person,2021-04-02,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5910,recurring,active,person,2021-04-02,19500,1,2021-07-01,hidden,FTTH 15,26000,MIH - Green Inya II
5911,recurring,active,person,2021-04-02,26000,1,2021-07-01,disabled,FTTH 15,26000,MIH - Green Inya II
5914,recurring,active,person,2021-04-02,26000,1,2020-09-04,hidden,FTTH 25,42000,PYAY-CITY-FTTH
5918,recurring,disabled,person,2021-04-02,0,1,2022-04-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5919,recurring,disabled,person,2021-04-02,0,1,2020-09-04,hidden,FTTH 25,42000,PYAY-CITY-FTTH
5921,recurring,disabled,person,2021-04-02,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5922,recurring,active,person,2021-04-02,26000,1,2020-09-04,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5923,recurring,active,person,2021-04-02,26000,1,2020-09-04,hidden,FTTH 25,42000,PYAY-CITY-FTTH
5926,recurring,active,person,2021-04-02,26000,1,2020-09-04,hidden,FTTH 15,26000,APN - San Chaung Garden
5931,recurring,active,person,2021-04-03,36000,1,2021-07-01,active,FTTH 15,26000,MIH - Kamayut
5932,recurring,active,person,2021-04-03,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5935,recurring,active,person,2021-04-03,26000,1,2020-09-05,disabled,LK-BI-Global-50,3250,PYAY-CITY-FTTH
5937,recurring,active,person,2021-04-03,22285.7142,1,2021-07-01,active,FTTH 25,42000,APN - Shwe Ohn Pin (2)
5940,recurring,active,person,2021-04-03,26000,1,2021-07-01,active,FTTH 15,26000,Uni - Thar Kay Ta
5943,recurring,active,person,2021-04-03,26000,1,2020-09-06,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
5944,recurring,active,person,2021-04-03,26000,1,2020-09-06,disabled,LK-BI-Global-50,3250,PYAY-CITY-FTTH
5945,recurring,active,person,2021-04-03,26000,1,2021-08-01,hidden,FTTH 25,42000,PYAY-CITY-FTTH
5947,recurring,disabled,person,2021-04-03,0,1,2021-09-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5948,recurring,active,person,2021-04-03,26000,1,2020-09-07,hidden,FTTH 25,42000,APN - Star Villa
5949,recurring,blocked,person,2021-04-03,26000,1,2021-07-01,active,FTTH 15,26000,MIH - Hlaing
5950,recurring,active,person,2021-04-03,26000,1,2020-09-07,hidden,Business 100,279000,PYAY-CITY-FTTH
5951,recurring,active,person,2021-04-03,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
5953,recurring,disabled,person,2021-04-03,0,1,2021-08-01,disabled,FTTH 15,26000,Uni - Yankin
5954,recurring,disabled,person,2021-04-03,0,1,2021-07-01,active,FTTH 15,26000,LAOKAI-FTTH
5956,recurring,active,person,2021-04-04,42000,1,2021-07-01,disabled,FTTH 35,42000,APN-MWD-FTTX
5962,recurring,active,person,2021-04-05,75000,1,2021-07-01,hidden,FTTH 15,26000,APN - Bayint Naung
5964,recurring,active,person,2021-04-05,26000,1,2021-07-01,hidden,FTTH 15,26000,APN - Paragon
5967,recurring,disabled,person,2021-04-05,0,1,2022-02-01,disabled,FTTH 35,42000,Uni - Thar Kay Ta
5968,recurring,disabled,person,2021-04-05,0,1,2020-09-07,hidden,FTTH 60,75000,MIH - Sanchaung
5970,recurring,disabled,person,2021-04-05,0,1,2021-07-01,hidden,FTTH 20,26000,MIH - Kamayut
5974,recurring,active,person,2021-04-05,22285.7142,1,2020-09-07,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
5975,recurring,disabled,person,2021-04-05,0,1,2020-09-07,hidden,FTTH 15,26000,APN - AYCT
5976,recurring,active,person,2021-04-05,26000,1,2021-07-01,hidden,FTTH 15,26000,Uni - Thar Kay Ta
5978,recurring,active,person,2021-04-05,26000,1,2020-09-08,disabled,LK-BI-Global-100,5500,APN - Shwe Ohn Pin (2)
5981,recurring,disabled,person,2021-04-05,0,1,2022-02-01,disabled,FTTH 20,26000,LAOKAI-FTTH
5983,recurring,active,person,2021-04-06,26000,1,2022-04-11,active,LK-BI-Global-20,1500,PYAY-CITY-FTTH
5984,recurring,active,person,2021-04-06,36000,1,2020-09-08,stopped,LK-BI-Global-100,5500,APN - AYCT
5985,recurring,blocked,person,2021-04-06,26000,1,2021-06-02,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
5986,recurring,active,person,2021-04-06,26000,1,2020-09-08,stopped,LK-BI-Global-50,3250,PYAY-CITY-FTTH
5987,recurring,active,person,2021-04-06,19500,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
5988,recurring,disabled,person,2021-04-06,0,1,2021-07-01,active,FTTH 20,26000,Uni - Thar Kay Ta
5989,recurring,blocked,person,2021-04-06,26000,1,2020-09-08,hidden,FTTH 15,26000,PYAY-CITY-FTTH
5990,recurring,active,person,2021-04-06,19500,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
5992,recurring,active,person,2021-04-06,0,1,2021-12-01,disabled,FTTH 20,26000,APN - Yan Nyein
5994,recurring,blocked,person,2021-04-27,0,1,2020-09-08,hidden,FTTH 20,26000,PYAY-CITY-FTTH
5995,recurring,disabled,person,2021-04-06,0,1,2020-09-08,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
5996,recurring,active,person,2021-04-06,22285.714,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
5997,recurring,disabled,person,2021-04-06,0,1,2021-07-01,disabled,FTTH 20,26000,MIH - Thingangyun
5998,recurring,disabled,person,2021-04-27,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
6000,recurring,active,person,2021-04-06,26000,1,2020-09-09,disabled,LK-BI-Global-50,3250,MIH - Mayangone
6001,recurring,disabled,person,2021-04-06,0,1,2021-07-01,active,FTTH 20,26000,MIH - Tamwe
6002,recurring,blocked,person,2021-04-06,0,1,2021-07-01,disabled,FTTH 20,26000,APN - San Chaung Garden
6003,recurring,disabled,person,2021-04-06,0,1,2021-07-01,active,FTTH 15,26000,MIH - Lamadaw
6005,recurring,disabled,person,2021-04-07,0,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6008,recurring,disabled,person,2021-04-07,0,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
6009,recurring,disabled,person,2021-04-07,0,1,2021-07-01,disabled,FTTH 20,26000,MIH - Kyauktada
6010,recurring,active,person,2021-04-07,36000,1,2021-07-01,hidden,FTTH 25,42000,APN - The Leaf
6012,recurring,disabled,person,2021-04-07,0,1,2020-09-09,hidden,FTTH 20,26000,APN - Dagonseikkan
6013,recurring,disabled,person,2021-04-07,0,1,2021-07-01,active,FTTH 20,26000,MIH - Mingalartaungnyunt
6014,recurring,active,person,2021-04-07,22285.7142,1,2021-10-01,hidden,FTTH 20,26000,Uni - Hlaing
6015,recurring,disabled,person,2021-04-07,0,1,2022-03-01,hidden,FTTH 20,26000,Uni - Hlaing
6019,recurring,active,person,2021-04-08,26000,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6021,recurring,active,person,2021-04-08,26000,1,2021-12-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6022,recurring,active,person,2021-04-08,26000,1,2020-09-09,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
6023,recurring,active,person,2021-04-08,26000,1,2021-12-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6024,recurring,disabled,person,2021-04-08,0,1,2022-03-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6026,recurring,blocked,person,2021-04-08,0,1,2021-08-16,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6027,recurring,disabled,person,2021-04-08,0,1,2020-09-09,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6029,recurring,active,person,2021-04-08,36000,1,2021-08-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6030,recurring,blocked,person,2021-04-08,0,1,2022-02-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6031,recurring,disabled,person,2021-04-08,0,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6032,recurring,disabled,person,2021-04-08,0,1,2022-02-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6033,recurring,active,person,2021-04-08,26000,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6034,recurring,active,person,2021-04-08,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6036,recurring,disabled,person,2021-04-09,0,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6038,recurring,disabled,person,2021-04-09,0,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6040,recurring,blocked,person,2021-04-09,26000,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6046,recurring,disabled,person,2021-04-09,0,1,2021-08-01,active,FTTH 20,26000,Uni - Mayangone
6048,recurring,disabled,person,2021-04-09,0,1,2021-07-01,disabled,FTTH 20,26000,MIH - Merchant Suites
6050,recurring,disabled,person,2021-04-10,0,1,2021-07-01,active,FTTH 20,26000,LAOKAI-FTTH
6051,recurring,active,person,2021-04-10,19500,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6053,recurring,disabled,person,2021-04-10,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
6055,recurring,active,person,2021-04-10,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6056,recurring,blocked,person,2021-04-10,26000,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6058,recurring,disabled,person,2021-04-10,0,1,2021-11-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6059,recurring,active,person,2021-04-12,75000,1,2021-08-01,active,FTTH 20,26000,APN - San Chaung Garden
6060,recurring,disabled,person,2021-04-12,0,1,2021-07-01,active,FTTH 20,26000,APN - San Chaung Garden
6061,recurring,disabled,person,2021-04-12,0,1,2021-07-01,active,FTTH 20,26000,APN - AYCT
6066,recurring,disabled,person,2021-04-13,0,1,2020-09-10,hidden,FTTH 20,26000,LAOKAI-FTTH
6069,recurring,disabled,person,2021-04-13,0,1,2020-09-10,hidden,FTTH 20,26000,LAOKAI-FTTH
6071,recurring,disabled,person,2021-04-15,0,1,2021-07-01,disabled,FTTH 20,26000,LAOKAI-FTTH
6072,recurring,disabled,person,2021-04-15,0,1,2021-11-01,disabled,FTTH 20,26000,LAOKAI-FTTH
6075,recurring,disabled,person,2021-04-16,0,1,2021-07-01,active,FTTH 20,26000,LAOKAI-FTTH
6076,recurring,disabled,person,2021-04-16,0,1,2021-07-01,hidden,FTTH 20,26000,LAOKAI-FTTH
6081,recurring,disabled,person,2021-04-17,0,1,2021-07-01,hidden,FTTH 15,26000,LAOKAI-FTTH
6088,recurring,disabled,person,2021-04-20,0,1,2021-08-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6089,recurring,active,person,2021-04-20,26000,1,2021-08-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6092,recurring,active,person,2021-04-20,26000,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6095,recurring,active,person,2021-04-20,26000,1,2021-08-01,active,FTTH 15,26000,PYAY-CITY-FTTH
6101,recurring,active,person,2021-04-20,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
6102,recurring,active,person,2021-04-20,26000,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6104,recurring,active,person,2021-04-20,26000,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6105,recurring,active,person,2021-04-20,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6108,recurring,active,person,2021-04-20,22285.7142,1,2020-09-11,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6109,recurring,active,person,2021-04-20,26000,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6110,recurring,active,person,2021-04-20,26000,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6111,recurring,disabled,person,2021-04-20,0,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6113,recurring,active,person,2021-04-20,26000,1,2020-09-11,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
6114,recurring,disabled,person,2021-04-20,0,1,2021-07-01,active,FTTH 15,26000,MIH - Thingangyun
6115,recurring,active,person,2021-04-20,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
6116,recurring,active,person,2021-04-20,19500,1,2020-09-11,hidden,FTTH 15,26000,MIH - Kamayut
6121,recurring,blocked,person,2021-04-20,0,1,2020-09-11,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
6125,recurring,blocked,person,2021-04-20,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6127,recurring,disabled,person,2021-04-20,0,1,2020-09-12,hidden,FTTH 20,26000,Uni - Pabaedan
6128,recurring,disabled,person,2021-04-20,0,1,2021-08-01,active,FTTH 20,26000,Uni - Mayangone
6130,recurring,disabled,person,2021-04-21,0,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6131,recurring,active,person,2021-04-21,26000,1,2022-01-01,hidden,FTTH 35,42000,PYAY-CITY-FTTH
6132,recurring,blocked,person,2021-04-21,0,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6133,recurring,blocked,person,2021-04-21,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6134,recurring,active,person,2021-04-21,26000,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6137,recurring,active,person,2021-04-21,22285.7142,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6138,recurring,disabled,person,2021-04-21,0,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6139,recurring,disabled,person,2021-04-21,0,1,2021-07-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6140,recurring,disabled,person,2021-04-21,0,1,2021-07-01,hidden,FTTH 20,26000,Uni - Kyimyintdaing
6141,recurring,disabled,person,2021-04-21,0,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6142,recurring,disabled,person,2021-04-21,0,1,2021-09-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6143,recurring,active,person,2021-04-21,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6144,recurring,active,person,2021-04-21,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6146,recurring,active,person,2021-04-21,26000,1,2021-11-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6147,recurring,disabled,person,2021-04-21,0,1,2021-07-01,stopped,FTTH 15,26000,PYAY-CITY-FTTH
6153,recurring,active,person,2021-04-21,26000,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6154,recurring,disabled,person,2021-04-21,0,1,2021-07-01,active,FTTH 20,26000,APN - San Chaung Garden
6155,recurring,active,person,2021-04-21,20800,1,2021-09-01,active,FTTH 20,26000,MIH - Botataung
6156,recurring,disabled,person,2021-04-21,0,1,2020-09-12,disabled,LK-BI-Global-20,1500,MIH - Kamayut
6157,recurring,disabled,person,2021-04-21,0,1,2021-07-01,active,FTTH 20,26000,MIH - Mayangone
6158,recurring,disabled,person,2021-04-21,0,1,2021-07-01,hidden,FTTH 20,26000,Uni - Lamadaw
6159,recurring,active,person,2021-04-21,26000,1,2022-02-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6160,recurring,active,person,2021-04-21,26000,1,2021-10-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6161,recurring,disabled,person,2021-04-21,0,1,2021-11-01,disabled,FTTH 20,26000,MIH - Botataung
6162,recurring,disabled,person,2021-04-21,0,1,2021-11-01,disabled,FTTH 20,26000,Uni - Bahan
6165,recurring,active,person,2021-04-21,26000,1,2021-11-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6166,recurring,active,person,2021-04-21,20800,1,2021-07-01,active,FTTH 15,26000,APN - Pearl 
6167,recurring,blocked,person,2021-04-21,47142.8571,1,2021-07-01,hidden,FTTH 20,26000,APN - Golden Valley Residence
6169,recurring,disabled,person,2021-04-21,0,1,2021-11-01,disabled,FTTH 20,26000,Uni - Thar Kay Ta
6171,recurring,blocked,person,2021-04-21,23400,1,2021-07-01,active,FTTH 20,26000,Uni - Thar Kay Ta
6173,recurring,active,person,2021-04-21,22285.7142,1,2022-01-01,disabled,FTTH 20,26000,PYAY-CITY-FTTH
6174,recurring,blocked,person,2021-04-21,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6177,recurring,active,person,2021-04-22,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
6182,recurring,active,person,2021-04-22,26000,1,2020-09-13,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6184,recurring,blocked,person,2021-04-22,26000,1,2021-07-01,hidden,FTTH 20,26000,PYAY-CITY-FTTH
6186,recurring,active,person,2021-04-22,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6188,recurring,blocked,person,2021-04-22,26000,1,2021-07-01,active,FTTH 20,26000,PYAY-CITY-FTTH
6195,recurring,disabled,person,2021-04-22,0,1,2021-07-01,hidden,FTTH 20,26000,MIH - Kyimyintdaing
6197,recurring,active,person,2021-04-22,36000,1,2020-09-13,hidden,FTTH 15,26000,APN - The Leaf
6198,recurring,disabled,person,2021-04-22,0,1,2021-07-01,disabled,FTTH 20,26000,MIH - Thar Kay Ta
6200,recurring,active,person,2021-04-22,36000,1,2020-09-13,hidden,FTTH 20,26000,APN - Paragon
6205,recurring,disabled,person,2021-04-22,0,1,2021-07-01,active,FTTH 20,26000,MIH - Mingalartaungnyunt
6206,recurring,disabled,person,2021-04-22,0,1,2021-07-01,active,FTTH 20,26000,MIH - Pabaedan
6210,recurring,disabled,person,2021-04-22,0,1,2020-09-14,disabled,LK-BI-Global-100,5500,APN - Twin Centro
6211,recurring,disabled,person,2021-04-22,0,1,2021-07-01,disabled,FTTH 20,26000,APN - San Chaung Garden
6212,recurring,disabled,person,2021-04-22,0,1,2021-08-01,active,FTTH 15,26000,APN - AYCT
6213,recurring,disabled,person,2021-04-22,0,1,2021-07-01,hidden,FTTH 20,26000,Uni - Mayangone
6214,recurring,disabled,person,2021-04-22,0,1,2020-09-14,hidden,FTTH 20,26000,APN - AYCT
6219,recurring,active,person,2021-04-22,26000,1,2022-01-01,disabled,FTTH 20,26000,Uni - Mayangone
6221,recurring,disabled,person,2021-04-22,0,1,2020-09-14,hidden,FTTH 20,26000,MIH - South Oakkala
